NMFS_DNA_ID,BOX_ID,BOX_POSITION,SAMPLE_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,HATCHERY,STRAIN,LATITUDE_F,LONGITUDE_F,LOCATION_COMMENTS_F,MISEQ_ID,n,LOCATION,SLG,BARRIERS
M074518,M752,10A,JN080514CR001,4369,NA,Oncorhynchus,mykiss,253.9998628,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4046,48,CVA,AMFA,Above
M074519,M752,10B,JN080514CR002,4369,NA,Oncorhynchus,mykiss,228.5998766,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4058,48,CVA,AMFA,Above
M074520,M752,10C,JN080514CR003,4369,NA,Oncorhynchus,mykiss,253.9998628,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4070,48,CVA,AMFA,Above
M074521,M752,10D,JN080514CR004,4369,NA,Oncorhynchus,mykiss,203.1998903,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4082,48,CVA,AMFA,Above
M074522,M752,10E,JN080514CR005,4369,NA,Oncorhynchus,mykiss,330.1998217,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4094,48,CVA,AMFA,Above
M074523,M752,10F,JN080514CR006,4369,NA,Oncorhynchus,mykiss,304.7998354,NA,NA,NA,NA,NA,NA,NA,8/5/14,NA,EC,10/1/14,NA,NA,California,San Francisco,Sacramento River,American River,NA,Middle Fork American River,Cache Rock,NA,NA,NA,NA,Below Natural Historical Barrier,steelhead4106,48,CVA,AMFA,Above
M092792,M944,2E,WSH_010716_1F,4787,NA,Oncorhynchus,mykiss,711.2,NA,Female,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead3,78,Coastal_mid,CDRC,Below
M092793,M944,2F,WSH_010716_1Ma,4787,NA,Oncorhynchus,mykiss,787.4,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead15,78,Coastal_mid,CDRC,Below
M092794,M944,2G,WSH_010716_1Mb,4787,NA,Oncorhynchus,mykiss,787.4,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead27,78,Coastal_mid,CDRC,Below
M092795,M944,2H,WSH_010716_1Mc,4787,NA,Oncorhynchus,mykiss,762,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead39,78,Coastal_mid,CDRC,Below
M092796,M944,3A,WSH_010716_2F,4787,NA,Oncorhynchus,mykiss,660.4,NA,Female,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead51,78,Coastal_mid,CDRC,Below
M092797,M944,3B,WSH_010716_2Ma,4787,NA,Oncorhynchus,mykiss,736.6,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead63,78,Coastal_mid,CDRC,Below
M092798,M944,3C,WSH_010716_2Mb,4787,NA,Oncorhynchus,mykiss,736.6,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead75,78,Coastal_mid,CDRC,Below
M092799,M944,3D,WSH_010716_2Mc,4787,NA,Oncorhynchus,mykiss,838.2,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead87,78,Coastal_mid,CDRC,Below
M092800,M944,3E,WSH_010716_3F,4787,NA,Oncorhynchus,mykiss,736.6,NA,Female,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead4,78,Coastal_mid,CDRC,Below
M092801,M944,3F,WSH_010716_3Ma,4787,NA,Oncorhynchus,mykiss,711.2,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead16,78,Coastal_mid,CDRC,Below
M092802,M944,3G,WSH_010716_3Mb,4787,NA,Oncorhynchus,mykiss,762,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead28,78,Coastal_mid,CDRC,Below
M092803,M944,3H,WSH_010716_3Mc,4787,NA,Oncorhynchus,mykiss,711.2,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead40,78,Coastal_mid,CDRC,Below
M092804,M944,4A,WSH_010716_4F,4787,NA,Oncorhynchus,mykiss,660.4,NA,Female,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead52,78,Coastal_mid,CDRC,Below
M092805,M944,4B,WSH_010716_4Ma,4787,NA,Oncorhynchus,mykiss,787.4,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead64,78,Coastal_mid,CDRC,Below
M092806,M944,4C,WSH_010716_4Mb,4787,NA,Oncorhynchus,mykiss,736.6,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead76,78,Coastal_mid,CDRC,Below
M092807,M944,4D,WSH_010716_4Mc,4787,NA,Oncorhynchus,mykiss,787.4,NA,Male,NA,ADULT,NA,NA,NA,1/7/16,NA,BM,5/27/16,NA,NA,California,Sonoma,Russian River,NA,NA,Dry Creek,NA,Warm Springs Hatchery,NA,NA,NA,NA,steelhead88,78,Coastal_mid,CDRC,Below
M097388,M992,1A,M160103FRH,4901,NA,Oncorhynchus,mykiss,512,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #1; CAUDAL TAG ORANGE #1; PAIRED WITH M160151FRH & M160152FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead7,63,CVB,BFER,Hatchery
M097389,M992,1B,M160104FRH,4901,NA,Oncorhynchus,mykiss,509,NA,Male,NA,ADULT,NA,N,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #1; CAUDAL TAG BROWN #1; PAIRED WITH M160151FRH & M160152FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead19,63,CVB,BFER,Hatchery
M097390,M992,1C,M160105FRH,4901,NA,Oncorhynchus,mykiss,435,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #2; CAUDAL TAG PURPLE #1; PAIRED WITH M160153FRH & M160154FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead31,63,CVB,BFER,Hatchery
M097391,M992,1D,M160106FRH,4901,NA,Oncorhynchus,mykiss,506,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #3; CAUDAL TAG YELLOW #1; PAIRED WITH M160153FRH & M160154FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead43,63,CVB,BFER,Hatchery
M097392,M992,1E,M160107FRH,4901,NA,Oncorhynchus,mykiss,482,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #3; CAUDAL TAG BLACK #1; PAIRED WITH M160155FRH & M160156FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead55,63,CVB,BFER,Hatchery
M097393,M992,1F,M160108FRH,4901,NA,Oncorhynchus,mykiss,514,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #3; CAUDAL TAG PINK #1; PAIRED WITH M160155FRH & M160156FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead67,63,CVB,BFER,Hatchery
M097394,M992,1G,M160109FRH,4901,NA,Oncorhynchus,mykiss,548,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #4; CAUDAL TAG RED #1; PAIRED WITH M160157FRH & M160158FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead79,63,CVB,BFER,Hatchery
M097395,M992,1H,M160110FRH,4901,NA,Oncorhynchus,mykiss,464,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #4; CAUDAL TAG BLUE #1; PAIRED WITH M160157FRH & M160158FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead91,63,CVB,BFER,Hatchery
M097396,M992,2A,M160111FRH,4901,NA,Oncorhynchus,mykiss,511,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #5; CAUDAL TAG GREEN #1; PAIRED WITH M160159FRH & M160160FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead8,63,CVB,BFER,Hatchery
M097397,M992,2B,M160112FRH,4901,NA,Oncorhynchus,mykiss,482,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #5; CAUDAL TAG WHITE #1; PAIRED WITH M160159FRH & M160160FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead20,63,CVB,BFER,Hatchery
M097398,M992,2C,M160113FRH,4901,NA,Oncorhynchus,mykiss,478,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #6; CAUDAL TAG ORANGE #2; PAIRED WITH M160161FRH & M160162FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead32,63,CVB,BFER,Hatchery
M097399,M992,2D,M160114FRH,4901,NA,Oncorhynchus,mykiss,513,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #6; CAUDAL TAG BROWN #2; PAIRED WITH M160161FRH & M160162FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead44,63,CVB,BFER,Hatchery
M097400,M992,2E,M160115FRH,4901,NA,Oncorhynchus,mykiss,531,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #7; CAUDAL TAG PURPLE #2; PAIRED WITH M160163FRH & M160164FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead56,63,CVB,BFER,Hatchery
M097401,M992,2F,M160116FRH,4901,NA,Oncorhynchus,mykiss,500,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #7; CAUDAL TAG YELLOW #2; PAIRED WITH M160163FRH & M160164FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead68,63,CVB,BFER,Hatchery
M097402,M992,2G,M160117FRH,4901,NA,Oncorhynchus,mykiss,474,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #8; CAUDAL TAG BLACK #2; PAIRED WITH M160165FRH & M160166FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead80,63,CVB,BFER,Hatchery
M097403,M992,2H,M160118FRH,4901,NA,Oncorhynchus,mykiss,495,NA,Male,NA,ADULT,NA,AD,NA,12/28/16,NA,LC,1/6/17,NA,INCOMING TUB #8; CAUDAL TAG PINK #2; PAIRED WITH M160165FRH & M160166FRH,California,San Francisco,Sacramento River,NA,NA,Feather River,NA,Feather River Hatchery,NA,NA,NA,NA,steelhead92,63,CVB,BFER,Hatchery
M030264,M300,8E,SC-1,1194,NA,Oncorhynchus,mykiss,50,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead107,16,Klamath,KSPC,Above
M030265,M300,8F,SC-2,1194,NA,Oncorhynchus,mykiss,50,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead119,16,Klamath,KSPC,Above
M030266,M300,8G,SC-3,1194,NA,Oncorhynchus,mykiss,35,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead131,16,Klamath,KSPC,Above
M030267,M300,8H,SC-4,1194,NA,Oncorhynchus,mykiss,55,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead143,16,Klamath,KSPC,Above
M030268,M300,9A,SC-5,1194,NA,Oncorhynchus,mykiss,65,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead155,16,Klamath,KSPC,Above
M030269,M300,9B,SC-6,1194,NA,Oncorhynchus,mykiss,33,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead167,16,Klamath,KSPC,Above
M030270,M300,9C,SC-7,1194,NA,Oncorhynchus,mykiss,30,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead179,16,Klamath,KSPC,Above
M030271,M300,9D,SC-8,1194,NA,Oncorhynchus,mykiss,60,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead191,16,Klamath,KSPC,Above
M030272,M300,9E,SC-9,1194,NA,Oncorhynchus,mykiss,55,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead108,16,Klamath,KSPC,Above
M030273,M300,9F,SC-10,1194,NA,Oncorhynchus,mykiss,45,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead120,16,Klamath,KSPC,Above
M030274,M300,9G,SC-11,1194,NA,Oncorhynchus,mykiss,65,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead132,16,Klamath,KSPC,Above
M030275,M300,9H,SC-12,1194,NA,Oncorhynchus,mykiss,30,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead144,16,Klamath,KSPC,Above
M030276,M300,10A,SC-13,1194,NA,Oncorhynchus,mykiss,50,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead156,16,Klamath,KSPC,Above
M030277,M300,10B,SC-14,1194,NA,Oncorhynchus,mykiss,60,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead168,16,Klamath,KSPC,Above
M030278,M300,10C,SC-15,1194,NA,Oncorhynchus,mykiss,55,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead180,16,Klamath,KSPC,Above
M030279,M300,10D,SC-16,1194,NA,Oncorhynchus,mykiss,55,NA,NA,NA,NA,NA,NA,NA,10/2/07,NA,HS,6/11/08,NA,"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith",Oregon,Klamath,Upper Klamath Lake,Williamson River,NA,Spring Creek,NA,NA,NA,NA,NA,"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9",steelhead192,16,Klamath,KSPC,Above
M057534,M584,9C,PGH01,3915,Southern California,Oncorhynchus,mykiss,171.5,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead105,16,Coastal_socal,SPIC,Above
M057535,M584,9D,PGH02,3915,Southern California,Oncorhynchus,mykiss,228.6,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead117,16,Coastal_socal,SPIC,Above
M057536,M584,9E,PGH03,3915,Southern California,Oncorhynchus,mykiss,165.1,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead129,16,Coastal_socal,SPIC,Above
M057537,M584,9F,PGH04,3915,Southern California,Oncorhynchus,mykiss,146.1,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead141,16,Coastal_socal,SPIC,Above
M057538,M584,9G,PGH05,3915,Southern California,Oncorhynchus,mykiss,196.9,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead153,16,Coastal_socal,SPIC,Above
M057539,M584,9H,PGH06,3915,Southern California,Oncorhynchus,mykiss,196.9,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead165,16,Coastal_socal,SPIC,Above
M057540,M584,10A,PGH07,3915,Southern California,Oncorhynchus,mykiss,184.2,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead177,16,Coastal_socal,SPIC,Above
M057541,M584,10B,PGH08,3915,Southern California,Oncorhynchus,mykiss,184.2,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead189,16,Coastal_socal,SPIC,Above
M057542,M584,10C,PGH09,3915,Southern California,Oncorhynchus,mykiss,158.8,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead106,16,Coastal_socal,SPIC,Above
M057543,M584,10D,PGH10,3915,Southern California,Oncorhynchus,mykiss,158.8,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead118,16,Coastal_socal,SPIC,Above
M057544,M584,10E,PGH11,3915,Southern California,Oncorhynchus,mykiss,209.6,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead130,16,Coastal_socal,SPIC,Above
M057545,M584,10F,PGH12,3915,Southern California,Oncorhynchus,mykiss,190.5,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead142,16,Coastal_socal,SPIC,Above
M057546,M584,10G,PGH13,3915,Southern California,Oncorhynchus,mykiss,165.1,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead154,16,Coastal_socal,SPIC,Above
M057547,M584,10H,PGH14,3915,Southern California,Oncorhynchus,mykiss,196.9,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead166,16,Coastal_socal,SPIC,Above
M057548,M584,11A,PGH15,3915,Southern California,Oncorhynchus,mykiss,133.4,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead178,16,Coastal_socal,SPIC,Above
M057549,M584,11B,PGH16,3915,Southern California,Oncorhynchus,mykiss,247.7,NA,NA,NA,NA,NA,NA,NA,6/14/12,NA,VA,8/15/12,NA,NA,California,Ventura,Santa Clara River,NA,NA,Piru Creek,NA,NA,NA,NA,NA,Gold Hill,steelhead190,16,Coastal_socal,SPIC,Above
M093740,M954,1A,HD-44,4793,NA,Oncorhynchus,mykiss,168,NA,NA,NA,NA,NA,NA,NA,3/22/16,NA,BM,6/24/16,None,NA,California,Santa Barbara,Santa Ynez River,NA,NA,Hilton Creek,NA,NA,NA,NA,NA,NA,steelhead103,16,Coastal_socal,SHIC,Below
